ct2010,building count,census,county,state,income,population,tract,GEOID20,INTPTLAT20,INTPTLON20
273.0,952,273.0,Kings County,New York,843.0,3651.0,27300,36047027300,40.6810841,-73.9374383
273.0,952,273.0,Bronx County,New York,1537.0,7312.0,27300,36005027300,40.8738945,-73.9032292
273.0,952,273.0,New York County,New York,1553.0,7111.0,27300,36061027300,40.8539791,-73.9373845
273.01,923,273.01,Queens County,New York,543.0,2634.0,27301,36081027301,40.7503289,-73.8722567
273.02,897,273.02,Richmond County,New York,1040.0,4225.0,27302,36085027302,40.595528,-74.1387179
273.02,897,273.02,Queens County,New York,986.0,4600.0,27302,36081027302,40.7537783,-73.8732099
274.0,814,274.0,Kings County,New York,781.0,3377.0,27400,36047027400,40.6109494,-73.995292
274.0,814,274.0,Queens County,New York,414.0,1688.0,27400,36081027400,40.684905,-73.788989
274.01,1243,274.01,Bronx County,New York,1304.0,5042.0,27401,36005027401,40.8404445,-73.8226303
274.02,725,274.02,Bronx County,New York,798.0,3442.0,27402,36005027402,40.8449055,-73.8173485
275.0,928,275.0,Kings County,New York,898.0,4711.0,27500,36047027500,40.6838975,-73.9381789
275.0,928,275.0,New York County,New York,770.0,3079.0,27500,36061027500,40.8548362,-73.9405398
275.0,928,275.0,Queens County,New York,1209.0,6325.0,27500,36081027500,40.7521537,-73.8755691
276.0,612,276.0,Kings County,New York,917.0,3638.0,27600,36047027600,40.6108964,-73.999489
276.0,612,276.0,Queens County,New York,283.0,1455.0,27600,36081027600,40.6875883,-73.7862396
277.0,888,277.0,Kings County,New York,1086.0,4449.0,27700,36047027700,40.6868289,-73.9387604
277.0,888,277.0,Bronx County,New York,1261.0,4503.0,27700,36005027700,40.8783975,-73.9014677
277.0,888,277.0,New York County,New York,1069.0,6659.0,27700,36061027700,40.8554404,-73.9273892
277.02,454,277.02,Queens County,New York,949.0,4190.0,27702,36081027702,40.7544055,-73.8780514
278.0,460,278.0,Kings County,New York,658.0,3141.0,27800,36047027800,40.6068585,-74.0012211
278.0,460,278.0,Queens County,New York,620.0,2338.0,27800,36081027800,40.6860961,-73.7829164
279.0,2052,279.0,Kings County,New York,752.0,3548.0,27900,36047027900,40.6897594,-73.9393446
279.0,2052,279.0,Bronx County,New York,1701.0,7884.0,27900,36005027900,40.8825586,-73.8972881
279.0,2052,279.0,New York County,New York,2612.0,11988.0,27900,36061027900,40.8558577,-73.9316271
279.0,2052,279.0,Queens County,New York,1570.0,6209.0,27900,36081027900,40.7516729,-73.8802222
280.0,634,280.0,Kings County,New York,491.0,1869.0,28000,36047028000,40.6011057,-74.0073298
280.0,634,280.0,Queens County,New York,312.0,1589.0,28000,36081028000,40.6883158,-73.7797191
281.0,554,281.0,Kings County,New York,969.0,4738.0,28100,36047028100,40.6926888,-73.9399286
281.0,554,281.0,Bronx County,New York,892.0,3799.0,28100,36005028100,40.8837896,-73.8906453
281.0,554,281.0,New York County,New York,711.0,3283.0,28100,36061028100,40.8570577,-73.9345343
281.0,554,281.0,Queens County,New York,1433.0,5393.0,28100,36081028100,40.7522203,-73.882592
282.0,789,282.0,Kings County,New York,874.0,3605.0,28200,36047028200,40.60025,-74.0054401
282.0,789,282.0,Queens County,New York,406.0,1935.0,28200,36081028200,40.6849947,-73.7738873
283.0,560,283.0,Kings County,New York,851.0,3701.0,28300,36047028300,40.6952563,-73.9404379
283.0,560,283.0,Bronx County,New York,561.0,2086.0,28300,36005028300,40.8806361,-73.9025714
283.0,560,283.0,New York County,New York,1666.0,8026.0,28300,36061028300,40.8589101,-73.9287249
283.0,560,283.0,Queens County,New York,1584.0,7284.0,28300,36081028300,40.7511737,-73.8848654
284.0,1243,284.0,Kings County,New York,904.0,3440.0,28400,36047028400,40.6056742,-73.9989428
284.0,1243,284.0,Queens County,New York,921.0,4054.0,28400,36081028400,40.6825033,-73.7778568
285.0,433,285.0,Bronx County,New York,887.0,3538.0,28500,36005028500,40.8864295,-73.9025669
285.0,433,285.0,New York County,New York,1639.0,8408.0,28500,36061028500,40.8615008,-73.9280489
285.0,433,285.0,Queens County,New York,1153.0,4800.0,28500,36081028500,40.7514661,-73.8871163
285.02,5,285.02,Kings County,New York,843.0,2937.0,28502,36047028502,40.6974508,-73.940885
286.0,507,286.0,Kings County,New York,1078.0,5257.0,28600,36047028600,40.5987718,-74.0019271
286.0,507,286.0,Bronx County,New York,241.0,949.0,28600,36005028600,40.8491849,-73.8477752
287.0,738,287.0,Kings County,New York,639.0,3308.0,28700,36047028700,40.6956353,-73.9354275
287.0,738,287.0,Bronx County,New York,889.0,3246.0,28700,36005028700,40.8827147,-73.9046564
287.0,738,287.0,New York County,New York,964.0,4191.0,28700,36061028700,40.8635566,-73.9324786
287.0,738,287.0,Queens County,New York,1354.0,6462.0,28700,36081028700,40.7509654,-73.8894359
288.0,2059,288.0,Kings County,New York,700.0,3422.0,28800,36047028800,40.6045113,-73.9965623
288.0,2059,288.0,Bronx County,New York,795.0,3251.0,28800,36005028800,40.8542921,-73.8514721
289.0,811,289.0,Kings County,New York,721.0,3728.0,28900,36047028900,40.6930514,-73.9330041
289.0,811,289.0,Bronx County,New York,930.0,4609.0,28900,36005028900,40.87956,-73.9073271
289.0,811,289.0,Queens County,New York,1229.0,5250.0,28900,36081028900,40.7512785,-73.8919022
290.0,277,290.0,Kings County,New York,835.0,3539.0,29000,36047029000,40.6031741,-73.9943478
291.0,1030,291.0,Kings County,New York,799.0,3232.0,29100,36047029100,40.6904272,-73.933541
291.0,1030,291.0,New York County,New York,2513.0,12148.0,29100,36061029100,40.864311,-73.9239339
291.0,1030,291.0,Queens County,New York,1450.0,6490.0,29100,36081029100,40.7513358,-73.8951993
292.0,187,292.0,Kings County,New York,709.0,2776.0,29200,36047029200,40.5972459,-74.0007128
293.0,657,293.0,Kings County,New York,754.0,3353.0,29300,36047029300,40.6874968,-73.9329582
293.0,657,293.0,New York County,New York,2120.0,9559.0,29300,36061029300,40.8659258,-73.92012
293.0,657,293.0,Queens County,New York,242.0,1123.0,29300,36081029300,40.7519327,-73.899483
293.01,63,293.01,Bronx County,New York,484.0,1772.0,29301,36005029301,40.8829227,-73.9216655
293.02,155,293.02,Bronx County,New York,1330.0,5546.0,29302,36005029302,40.8792795,-73.9158619
294.0,1508,294.0,Kings County,New York,393.0,2494.0,29400,36047029400,40.5942315,-74.0005814
294.0,1508,294.0,Queens County,New York,1450.0,6919.0,29400,36081029400,40.6713239,-73.7810654
295.0,1175,295.0,Kings County,New York,851.0,4212.0,29500,36047029500,40.684566,-73.9323759
295.0,1175,295.0,Bronx County,New York,922.0,4401.0,29500,36005029500,40.884935,-73.9085679
295.0,1175,295.0,New York County,New York,1640.0,7905.0,29500,36061029500,40.8675232,-73.9249404
295.0,1175,295.0,Queens County,New York,904.0,3675.0,29500,36081029500,40.755998,-73.9067306
296.0,616,296.0,Kings County,New York,1351.0,5246.0,29600,36047029600,40.6009574,-73.9930188
296.0,616,296.0,Bronx County,New York,433.0,1807.0,29600,36005029600,40.8553721,-73.8450221
297.0,1235,297.0,Kings County,New York,1081.0,4412.0,29700,36047029700,40.6812727,-73.9316176
297.0,1235,297.0,Bronx County,New York,870.0,3946.0,29700,36005029700,40.884931,-73.9118383
297.0,1235,297.0,Queens County,New York,466.0,2006.0,29700,36081029700,40.7586829,-73.9030015
298.0,469,298.0,Kings County,New York,929.0,3734.0,29800,36047029800,40.6008233,-73.9879075
299.0,411,299.0,Kings County,New York,486.0,2297.0,29900,36047029900,40.6781448,-73.9257979
300.0,1255,300.0,Kings County,New York,1085.0,3997.0,30000,36047030000,40.5974031,-73.9887444
300.0,1255,300.0,Bronx County,New York,1474.0,6407.0,30000,36005030000,40.852194,-73.8312298
301.0,571,301.0,Kings County,New York,643.0,3021.0,30100,36047030100,40.6776216,-73.916228
301.0,571,301.0,Bronx County,New York,254.0,1463.0,30100,36005030100,40.8832399,-73.9179338
302.0,707,302.0,Kings County,New York,1168.0,4419.0,30200,36047030200,40.5957121,-73.990647
303.0,491,303.0,Kings County,New York,1029.0,4864.0,30300,36047030300,40.6751161,-73.9179373
303.0,491,303.0,New York County,New York,980.0,4298.0,30300,36061030300,40.8692197,-73.918653
303.01,732,303.01,Richmond County,New York,1359.0,5151.0,30301,36085030301,40.6189198,-74.15612
303.02,1261,303.02,Richmond County,New York,1655.0,6569.0,30302,36085030302,40.6235288,-74.1587435
304.0,494,304.0,Kings County,New York,1195.0,4358.0,30400,36047030400,40.5902839,-73.9965003
305.0,493,305.0,Kings County,New York,1342.0,6806.0,30500,36047030500,40.6773164,-73.9590603
306.0,1392,306.0,Kings County,New York,483.0,1852.0,30600,36047030600,40.5911556,-73.9861335
306.0,1392,306.0,Queens County,New York,1044.0,4983.0,30600,36081030600,40.6648787,-73.7804012
307.0,443,307.0,Kings County,New York,1833.0,7084.0,30700,36047030700,40.675583,-73.9262196
307.0,443,307.0,New York County,New York,854.0,4033.0,30700,36061030700,40.8712704,-73.9166749
307.01,153,307.01,Bronx County,New York,1423.0,5826.0,30701,36005030701,40.8931511,-73.9105743
308.0,284,308.0,Kings County,New York,606.0,2035.0,30800,36047030800,40.5865515,-73.9795108
309.0,698,309.0,Kings County,New York,540.0,2302.0,30900,36047030900,40.6761508,-73.9330036
309.0,698,309.0,Bronx County,New York,705.0,4392.0,30900,36005030900,40.9017787,-73.9140106
309.0,698,309.0,New York County,New York,2656.0,11190.0,30900,36061030900,40.8758478,-73.910373
309.03,997,309.03,Queens County,New York,1253.0,5356.0,30903,36081030903,40.7579485,-73.8900649
309.04,517,309.04,Queens County,New York,681.0,2801.0,30904,36081030904,40.7635831,-73.8910547
310.0,886,310.0,Bronx County,New York,1004.0,4552.0,31000,36005031000,40.8612451,-73.836015
311.0,370,311.0,Kings County,New York,676.0,2991.0,31100,36047031100,40.6764778,-73.9389551
312.0,414,312.0,Bronx County,New York,344.0,1531.0,31200,36005031200,40.8620616,-73.8424492
313.0,378,313.0,Kings County,New York,1064.0,4943.0,31300,36047031300,40.6765714,-73.944303
314.0,982,314.0,Bronx County,New York,460.0,2085.0,31400,36005031400,40.8615367,-73.8455326
315.0,381,315.0,Kings County,New York,852.0,5140.0,31500,36047031500,40.6769132,-73.9499243
316.0,415,316.0,Bronx County,New York,537.0,1978.0,31600,36005031600,40.8619716,-73.8487247
317.0,827,317.0,Queens County,New York,1119.0,5216.0,31700,36081031700,40.7709218,-73.8930421
317.01,313,317.01,Kings County,New York,790.0,3671.0,31701,36047031701,40.6738669,-73.9501241
317.02,369,317.02,Kings County,New York,670.0,3744.0,31702,36047031702,40.671193,-73.9503749
318.0,368,318.0,Bronx County,New York,498.0,2215.0,31800,36005031800,40.8619545,-73.8515677
319.0,254,319.0,Kings County,New York,686.0,2847.0,31900,36047031900,40.6668852,-73.9493978
319.01,358,319.01,Richmond County,New York,876.0,3293.0,31901,36085031901,40.6303035,-74.1633211
319.02,915,319.02,Richmond County,New York,1227.0,4953.0,31902,36085031902,40.6379208,-74.1655701
320.0,983,320.0,Queens County,New York,765.0,4626.0,32000,36081032000,40.6612148,-73.7652124
321.0,230,321.0,Kings County,New York,1219.0,5396.0,32100,36047032100,40.6668692,-73.9521834
323.0,853,323.0,Kings County,New York,679.0,3542.0,32300,36047032300,40.6665474,-73.9550744
323.0,853,323.0,Bronx County,New York,1095.0,4429.0,32300,36005032300,40.9053418,-73.9075805
324.0,167,324.0,Bronx County,New York,706.0,3286.0,32400,36005032400,40.8613366,-73.8597114
325.0,125,325.0,Kings County,New York,1347.0,5888.0,32500,36047032500,40.6672983,-73.9577655
326.0,1109,326.0,Kings County,New York,1769.0,6794.0,32600,36047032600,40.5765295,-73.9882115
326.0,1109,326.0,Bronx County,New York,871.0,3695.0,32600,36005032600,40.8621894,-73.8554843
327.0,748,327.0,Kings County,New York,592.0,2696.0,32700,36047032700,40.6626465,-73.9587961
327.0,748,327.0,Queens County,New York,696.0,3328.0,32700,36081032700,40.7584364,-73.8854176
328.0,1359,328.0,Kings County,New York,855.0,2586.0,32800,36047032800,40.5763672,-73.9976846
328.0,1359,328.0,Bronx County,New York,1013.0,3989.0,32800,36005032800,40.8617363,-73.8631301
328.0,1359,328.0,Queens County,New York,659.0,2734.0,32800,36081032800,40.6718373,-73.7556979
329.0,1029,329.0,Kings County,New York,1352.0,6083.0,32900,36047032900,40.6632636,-73.9484196
329.0,1029,329.0,Queens County,New York,770.0,3390.0,32900,36081032900,40.7644351,-73.8827319
330.0,1793,330.0,Kings County,New York,1284.0,4821.0,33000,36047033000,40.5801785,-73.9994354
330.0,1793,330.0,Bronx County,New York,1244.0,5456.0,33000,36005033000,40.8616561,-73.8660255
330.0,1793,330.0,Queens County,New York,1663.0,7254.0,33000,36081033000,40.6701348,-73.7637361
331.0,281,331.0,Kings County,New York,1080.0,4168.0,33100,36047033100,40.6641581,-73.9420073
332.01,47,332.01,Bronx County,New York,1034.0,5303.0,33201,36005033201,40.8594756,-73.8692323
332.02,90,332.02,Bronx County,New York,762.0,3821.0,33202,36005033202,40.8633818,-73.8689413
333.0,397,333.0,Kings County,New York,959.0,4579.0,33300,36047033300,40.6658373,-73.9425262
334.01,770,334.01,Queens County,New York,929.0,3713.0,33401,36081033401,40.6791764,-73.7674364
335.0,760,335.0,Kings County,New York,645.0,3094.0,33500,36047033500,40.6675941,-73.9423885
335.0,760,335.0,Bronx County,New York,372.0,2042.0,33500,36005033500,40.89064,-73.9070543
336.0,1106,336.0,Kings County,New York,1168.0,4701.0,33600,36047033600,40.5759997,-74.0084907
337.0,1520,337.0,Bronx County,New York,725.0,2632.0,33700,36005033700,40.9063138,-73.9025167
337.0,1520,337.0,Queens County,New York,612.0,2607.0,33700,36081033700,40.7587306,-73.882628
339.0,826,339.0,Kings County,New York,940.0,4398.0,33900,36047033900,40.6712119,-73.9420151
339.0,826,339.0,Queens County,New York,710.0,2666.0,33900,36081033900,40.7590238,-73.8798382
340.0,324,340.0,Kings County,New York,377.0,1991.0,34000,36047034000,40.5723223,-73.9964764
340.0,324,340.0,Bronx County,New York,1361.0,5683.0,34000,36005034000,40.8684405,-73.862923
341.0,156,341.0,Kings County,New York,634.0,3194.0,34100,36047034100,40.6735662,-73.9445868
342.0,344,342.0,Kings County,New York,1557.0,6151.0,34200,36047034200,40.5741077,-73.9968627
342.0,344,342.0,Bronx County,New York,441.0,1698.0,34200,36005034200,40.8684165,-73.8600255
343.0,486,343.0,Kings County,New York,1191.0,4942.0,34300,36047034300,40.6735031,-73.9388376
343.0,486,343.0,Bronx County,New York,370.0,1660.0,34300,36005034300,40.9096659,-73.8981711
344.0,347,344.0,Bronx County,New York,513.0,2202.0,34400,36005034400,40.8683644,-73.8571317
345.0,760,345.0,Kings County,New York,575.0,2924.0,34500,36047034500,40.6732278,-73.9336926
345.0,760,345.0,Bronx County,New York,806.0,3278.0,34500,36005034500,40.9040602,-73.89869
347.0,776,347.0,Kings County,New York,769.0,3496.0,34700,36047034700,40.6726583,-73.9279722
347.0,776,347.0,Queens County,New York,594.0,2840.0,34700,36081034700,40.7668848,-73.8786774
348.0,1220,348.0,Kings County,New York,688.0,3055.0,34800,36047034800,40.581212,-73.9833628
348.0,1220,348.0,Bronx County,New York,1505.0,5914.0,34800,36005034800,40.8694471,-73.8530706
350.0,428,350.0,Bronx County,New York,527.0,2127.0,35000,36005035000,40.8685221,-73.8482552
351.0,893,351.0,Bronx County,New York,690.0,3719.0,35100,36005035100,40.8950697,-73.8999975
351.0,893,351.0,Queens County,New York,975.0,3480.0,35100,36081035100,40.7590997,-73.8770465
352.0,816,352.0,Queens County,New York,617.0,2643.0,35200,36081035200,40.679483,-73.757596
353.0,707,353.0,Queens County,New York,362.0,2139.0,35300,36081035300,40.759612,-73.8741249
354.0,22,354.0,Kings County,New York,1694.0,5720.0,35400,36047035400,40.580133,-73.9726148
355.0,174,355.0,Kings County,New York,1334.0,5499.0,35500,36047035500,40.664405,-73.9334722
356.0,432,356.0,Bronx County,New York,524.0,2171.0,35600,36005035600,40.8669582,-73.8359997
356.01,1,356.01,Kings County,New York,821.0,2553.0,35601,36047035601,40.5808793,-73.9697027
356.02,20,356.02,Kings County,New York,1518.0,5586.0,35602,36047035602,40.5778298,-73.9702043
357.0,949,357.0,Queens County,New York,652.0,3507.0,35700,36081035700,40.7680154,-73.8712399
358.0,2326,358.0,Bronx County,New York,2075.0,8591.0,35800,36005035800,40.8739819,-73.8425963
358.0,2326,358.0,Queens County,New York,1072.0,4430.0,35800,36081035800,40.675791,-73.7509805
359.0,382,359.0,Kings County,New York,1603.0,5718.0,35900,36047035900,40.670433,-73.9238643
359.0,382,359.0,Bronx County,New York,580.0,2107.0,35900,36005035900,40.8402093,-73.8833847
360.0,538,360.0,Bronx County,New York,690.0,3118.0,36000,36005036000,40.8668405,-73.8431182
360.01,59,360.01,Kings County,New York,914.0,3156.0,36001,36047036001,40.5757896,-73.9655591
360.02,53,360.02,Kings County,New York,830.0,3878.0,36002,36047036002,40.5763621,-73.9612376
361.0,709,361.0,Kings County,New York,479.0,2834.0,36100,36047036100,40.6695658,-73.9199592
361.0,709,361.0,Bronx County,New York,1411.0,5827.0,36100,36005036100,40.8422604,-73.8795761
361.0,709,361.0,Queens County,New York,484.0,2196.0,36100,36081036100,40.7612829,-73.8724157
362.0,435,362.0,Kings County,New York,921.0,3678.0,36200,36047036200,40.578117,-73.9640009
363.0,1092,363.0,Kings County,New York,1342.0,5109.0,36300,36047036300,40.6721757,-73.9169925
363.0,1092,363.0,Bronx County,New York,1516.0,7021.0,36300,36005036300,40.8445438,-73.8827576
363.0,1092,363.0,Queens County,New York,320.0,1801.0,36300,36081036300,40.7596839,-73.8694173
364.0,803,364.0,Kings County,New York,617.0,2325.0,36400,36047036400,40.5801614,-73.9638638
364.0,803,364.0,Bronx County,New York,668.0,2618.0,36400,36005036400,40.8736167,-73.8492139
365.0,435,365.0,Queens County,New York,574.0,2794.0,36500,36081036500,40.7595246,-73.8656054
365.01,325,365.01,Kings County,New York,837.0,3564.0,36501,36047036501,40.6750312,-73.9115136
365.01,325,365.01,Bronx County,New York,935.0,3986.0,36501,36005036501,40.8454083,-73.8857769
365.02,387,365.02,Kings County,New York,351.0,1562.0,36502,36047036502,40.6747259,-73.9075432
365.02,387,365.02,Bronx County,New York,566.0,2482.0,36502,36005036502,40.8423877,-73.8878255
366.0,1050,366.0,Kings County,New York,851.0,4129.0,36600,36047036600,40.5828706,-73.9637676
366.0,1050,366.0,Queens County,New York,602.0,2795.0,36600,36081036600,40.685634,-73.7630903
367.0,879,367.0,Kings County,New York,270.0,1211.0,36700,36047036700,40.6775646,-73.904613
367.0,879,367.0,Bronx County,New York,393.0,2140.0,36700,36005036700,40.840764,-73.8893107
367.0,879,367.0,Queens County,New York,516.0,2098.0,36700,36081036700,40.7632227,-73.8679395
368.0,904,368.0,Bronx County,New York,493.0,2204.0,36800,36005036800,40.8753072,-73.855942
368.0,904,368.0,Queens County,New York,519.0,2383.0,36800,36081036800,40.6853212,-73.7664846
369.0,584,369.0,Kings County,New York,1345.0,6056.0,36900,36047036900,40.67965,-73.9092283
369.01,94,369.01,Bronx County,New York,496.0,2041.0,36901,36005036901,40.8443568,-73.8918829
369.02,62,369.02,Bronx County,New York,526.0,2086.0,36902,36005036902,40.8425596,-73.8929199
370.0,1012,370.0,Kings County,New York,1102.0,4016.0,37000,36047037000,40.5878491,-73.963165
370.0,1012,370.0,Bronx County,New York,526.0,2316.0,37000,36005037000,40.8730921,-73.8590214
371.0,1247,371.0,Kings County,New York,1087.0,4689.0,37100,36047037100,40.6802873,-73.9138395
371.0,1247,371.0,Bronx County,New York,840.0,4242.0,37100,36005037100,40.8472204,-73.8873781
371.0,1247,371.0,Queens County,New York,230.0,1211.0,37100,36081037100,40.7641434,-73.8636241
372.0,254,372.0,Bronx County,New York,526.0,2174.0,37200,36005037200,40.8738025,-73.8632803
373.0,1061,373.0,Kings County,New York,720.0,4358.0,37300,36047037300,40.6839488,-73.9152154
373.0,1061,373.0,Bronx County,New York,1345.0,6191.0,37300,36005037300,40.8486733,-73.8901415
373.0,1061,373.0,Queens County,New York,418.0,2345.0,37300,36081037300,40.7597146,-73.8599968
374.0,176,374.0,Bronx County,New York,914.0,3692.0,37400,36005037400,40.8745379,-73.8666711
374.01,412,374.01,Kings County,New York,1208.0,4679.0,37401,36047037401,40.5879978,-73.967755
374.02,311,374.02,Kings County,New York,1169.0,4661.0,37402,36047037402,40.586788,-73.9720026
375.0,748,375.0,Kings County,New York,654.0,3232.0,37500,36047037500,40.6876199,-73.9215167
375.04,157,375.04,Bronx County,New York,847.0,3361.0,37504,36005037504,40.8503062,-73.892669
376.0,1735,376.0,Bronx County,New York,509.0,2267.0,37600,36005037600,40.8745386,-73.869205
376.0,1735,376.0,Queens County,New York,1454.0,6222.0,37600,36081037600,40.6878123,-73.754119
377.0,921,377.0,Kings County,New York,1030.0,4575.0,37700,36047037700,40.6840882,-73.9201875
377.0,921,377.0,Queens County,New York,670.0,3896.0,37700,36081037700,40.7556614,-73.8687135
378.0,199,378.0,Bronx County,New York,830.0,3150.0,37800,36005037800,40.8797827,-73.8666133
379.0,1241,379.0,Kings County,New York,1105.0,4671.0,37900,36047037900,40.6804989,-73.9193657
379.0,1241,379.0,Bronx County,New York,1165.0,5548.0,37900,36005037900,40.8515742,-73.8987777
379.0,1241,379.0,Queens County,New York,1297.0,6321.0,37900,36081037900,40.7554736,-73.8640843
380.0,404,380.0,Bronx County,New York,1171.0,5245.0,38000,36005038000,40.878088,-73.8624172
381.0,1146,381.0,Kings County,New York,1385.0,5351.0,38100,36047038100,40.6810478,-73.9254263
381.0,1146,381.0,Bronx County,New York,1828.0,7876.0,38100,36005038100,40.8520113,-73.9011562
381.0,1146,381.0,Queens County,New York,1286.0,6713.0,38100,36081038100,40.7561277,-73.8576708
382.0,571,382.0,Kings County,New York,1595.0,5714.0,38200,36047038200,40.591525,-73.9814805
382.0,571,382.0,Bronx County,New York,618.0,3017.0,38200,36005038200,40.877312,-73.8547394
383.0,639,383.0,Kings County,New York,1120.0,4737.0,38300,36047038300,40.6845246,-73.9262056
383.01,258,383.01,Bronx County,New York,1206.0,5034.0,38301,36005038301,40.8572074,-73.898521
384.0,651,384.0,Queens County,New York,552.0,2331.0,38400,36081038400,40.6933415,-73.7476394
385.0,774,385.0,Kings County,New York,821.0,4324.0,38500,36047038500,40.6874554,-73.9267891
385.0,774,385.0,Bronx County,New York,943.0,4399.0,38500,36005038500,40.856176,-73.8925082
386.0,1377,386.0,Kings County,New York,932.0,3448.0,38600,36047038600,40.5923495,-73.9751085
386.0,1377,386.0,Bronx County,New York,2285.0,9481.0,38600,36005038600,40.8796354,-73.8484001
387.0,685,387.0,Kings County,New York,898.0,3965.0,38700,36047038700,40.6905393,-73.9277496
387.0,685,387.0,Bronx County,New York,906.0,3679.0,38700,36005038700,40.8579914,-73.8892514
388.0,938,388.0,Kings County,New York,1223.0,4419.0,38800,36047038800,40.5929248,-73.9692516
388.0,938,388.0,Bronx County,New York,700.0,2888.0,38800,36005038800,40.8795982,-73.8553665
389.0,663,389.0,Kings County,New York,608.0,3007.0,38900,36047038900,40.6994385,-73.9372349
389.0,663,389.0,Bronx County,New York,990.0,5331.0,38900,36005038900,40.8564,-73.8849976
390.0,825,390.0,Kings County,New York,595.0,2486.0,39000,36047039000,40.5929692,-73.9644265
390.0,825,390.0,Bronx County,New York,577.0,2853.0,39000,36005039000,40.8812352,-73.86076
391.0,607,391.0,Kings County,New York,539.0,3536.0,39100,36047039100,40.699795,-73.933655
391.0,607,391.0,Bronx County,New York,1751.0,7559.0,39100,36005039100,40.8531197,-73.8871234
392.0,546,392.0,Kings County,New York,793.0,3108.0,39200,36047039200,40.5958499,-73.9630396
392.0,546,392.0,Bronx County,New York,307.0,1648.0,39200,36005039200,40.8832885,-73.8647381
393.0,633,393.0,Kings County,New York,680.0,4012.0,39300,36047039300,40.695628,-73.9300045
393.0,633,393.0,Bronx County,New York,1953.0,8150.0,39300,36005039300,40.8524976,-73.8831437
394.0,1369,394.0,Kings County,New York,559.0,2240.0,39400,36047039400,40.598493,-73.9650691
394.0,1369,394.0,Bronx County,New York,1221.0,5369.0,39400,36005039400,40.8864792,-73.8633993
394.0,1369,394.0,Queens County,New York,689.0,2884.0,39400,36081039400,40.6896398,-73.7587786
395.0,866,395.0,Kings County,New York,547.0,3958.0,39500,36047039500,40.6929683,-73.9247375
395.0,866,395.0,Bronx County,New York,923.0,4157.0,39500,36005039500,40.8481986,-73.8966814
396.0,934,396.0,Kings County,New York,458.0,1910.0,39600,36047039600,40.5973496,-73.9697067
396.0,934,396.0,Bronx County,New York,980.0,4519.0,39600,36005039600,40.8844238,-73.8589556
397.0,538,397.0,Kings County,New York,729.0,3342.0,39700,36047039700,40.6889485,-73.91914
397.0,538,397.0,Bronx County,New York,163.0,3603.0,39700,36005039700,40.8618442,-73.885433
398.0,1379,398.0,Kings County,New York,676.0,2845.0,39800,36047039800,40.5954468,-73.9755124
398.0,1379,398.0,Bronx County,New York,863.0,4152.0,39800,36005039800,40.882697,-73.8534698
398.0,1379,398.0,Queens County,New York,374.0,1695.0,39800,36081039800,40.6945622,-73.7648097
399.0,732,399.0,Kings County,New York,674.0,4229.0,39900,36047039900,40.6902355,-73.9175528
399.01,169,399.01,Bronx County,New York,1253.0,5639.0,39901,36005039901,40.8635111,-73.8936406
399.01,169,399.01,Queens County,New York,462.0,2475.0,39901,36081039901,40.7507591,-73.8533419
399.02,135,399.02,Bronx County,New York,1323.0,5574.0,39902,36005039902,40.8604238,-73.8947649
399.02,135,399.02,Queens County,New York,310.0,1391.0,39902,36081039902,40.7535594,-73.8539819
400.0,859,400.0,Kings County,New York,765.0,2906.0,40000,36047040000,40.5978088,-73.9761352
400.0,859,400.0,Queens County,New York,363.0,1509.0,40000,36081040000,40.6981476,-73.7648635
401.0,1096,401.0,Kings County,New York,641.0,3203.0,40100,36047040100,40.686459,-73.9127405
401.0,1096,401.0,Bronx County,New York,988.0,4597.0,40100,36005040100,40.8646118,-73.8976516
402.0,804,402.0,Kings County,New York,706.0,2844.0,40200,36047040200,40.5960009,-73.9827234
402.0,804,402.0,Queens County,New York,401.0,1557.0,40200,36081040200,40.7000316,-73.768763
403.0,1023,403.0,Kings County,New York,715.0,3697.0,40300,36047040300,40.6845226,-73.9082094
403.02,32,403.02,Bronx County,New York,1206.0,5125.0,40302,36005040302,40.8678463,-73.8921974
403.02,32,403.02,Queens County,New York,896.0,4156.0,40302,36081040302,40.7520503,-73.8611634
403.03,118,403.03,Bronx County,New York,1029.0,4335.0,40303,36005040303,40.8696839,-73.8934711
403.04,49,403.04,Bronx County,New York,808.0,3215.0,40304,36005040304,40.8676699,-73.8951873
404.0,1787,404.0,Kings County,New York,602.0,2355.0,40400,36047040400,40.6021856,-73.9854194
404.0,1787,404.0,Bronx County,New York,831.0,3514.0,40400,36005040400,40.8861691,-73.8513487
404.0,1787,404.0,Queens County,New York,940.0,4095.0,40400,36081040400,40.7051937,-73.7707937
405.0,542,405.0,Kings County,New York,257.0,1512.0,40500,36047040500,40.681589,-73.9051763
405.01,147,405.01,Bronx County,New York,927.0,4128.0,40501,36005040501,40.8671293,-73.8909324
405.01,147,405.01,Queens County,New York,158.0,1087.0,40501,36081040501,40.7483492,-73.8622229
405.02,234,405.02,Bronx County,New York,1720.0,7293.0,40502,36005040502,40.865878,-73.8889613
405.02,234,405.02,Queens County,New York,295.0,2178.0,40502,36081040502,40.7517365,-73.863612
406.0,919,406.0,Kings County,New York,824.0,3642.0,40600,36047040600,40.6005116,-73.9823218
406.0,919,406.0,Bronx County,New York,948.0,3613.0,40600,36005040600,40.8879511,-73.8570053
